NOC,1992,2012,1920,1900,1932,1952,2000,1996,1912,1924,1948,2008,2016,2004,1984,1968,1972,1988,1936,1956,1960,1928,1976,1980,1964,1906,1904,1908,1896,2020,2024
CHN,12,12,0,0,0,0,12,12,0,0,0,12,12,8,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,14,14
DEN,6,6,0,0,0,0,1,0,0,0,0,2,0,1,0,0,4,6,0,0,0,0,1,0,0,0,0,0,0,1,1
NED,12,1,8,6,0,0,6,2,0,0,0,0,6,6,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,9
FIN,6,0,0,0,0,0,3,6,0,0,0,1,2,1,5,0,3,12,0,0,0,0,2,4,0,0,0,0,0,1,1
NOR,1,1,0,0,0,0,7,2,0,0,0,0,1,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ROU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1
EST,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FRA,12,7,27,18,0,0,8,7,0,0,0,8,6,12,2,0,5,12,0,0,0,0,2,0,0,0,0,25,0,9,14
MAR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,7,2,0,0,0,0,1,1,0,0,0,1,7,2,4,0,2,7,0,0,0,0,0,2,0,0,0,0,0,4,4
EGY,0,2,0,0,0,0,1,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
IRI,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BUL,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ITA,7,12,0,0,0,0,12,12,0,0,0,12,12,7,3,0,3,6,0,0,0,0,4,3,0,0,0,0,0,9,9
CHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AZE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SUD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUS,0,6,0,0,0,0,7,12,0,0,0,8,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
CUB,0,1,0,0,0,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLR,0,1,0,0,0,0,2,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
GRE,0,1,0,0,0,0,1,0,0,0,0,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUR,12,1,0,0,0,0,12,7,0,0,0,2,2,7,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,9
CHI,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MEX,7,12,0,0,0,0,2,3,0,0,0,4,7,6,2,0,6,7,0,0,0,0,0,0,0,0,0,0,0,9,14
USA,12,12,0,0,0,0,12,12,0,0,0,8,7,12,6,0,6,12,0,0,0,0,4,0,0,0,70,2,0,14,9
URS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,3,4,0,0,0,0,0,0,0
NCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUN,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,1,0
NGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KUW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
