NOC,1992,2012,1920,1900,1932,1952,2000,1996,1912,1924,1948,2008,2016,2004,1984,1968,1972,1988,1936,1956,1960,1928,1976,1980,1964,1906,1904,1908,1896,2020,2024
CHN,33,18,0,0,0,0,14,15,0,0,0,31,17,17,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,28,14
DEN,13,10,1,0,0,25,10,13,16,0,25,10,13,12,10,10,12,3,23,11,16,10,7,7,14,11,0,0,0,9,16
NED,20,32,12,17,2,12,35,36,0,17,6,30,36,26,26,22,21,16,15,0,13,21,24,10,17,0,0,4,0,35,33
FIN,3,0,0,0,0,26,0,2,6,0,5,2,0,0,3,2,3,5,0,9,12,0,7,1,7,0,0,0,0,0,0
NOR,6,5,14,0,0,9,6,11,29,0,14,1,5,3,12,0,16,9,1,0,2,0,14,0,5,0,0,9,0,7,10
ROU,45,15,0,0,0,9,32,33,0,0,0,13,19,19,29,15,9,40,0,0,14,0,26,33,7,0,0,0,0,36,45
EST,7,6,0,0,0,0,3,1,0,0,0,7,4,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4
FRA,25,14,14,59,5,17,23,21,19,26,22,21,18,21,23,17,18,12,20,13,16,26,17,17,23,24,0,0,0,12,12
MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ESP,22,0,0,6,0,6,4,11,0,14,1,1,4,9,10,3,0,13,0,0,18,0,0,13,0,0,0,0,0,6,9
EGY,0,5,0,0,0,9,7,1,0,0,1,6,2,2,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,3
IRI,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
BUL,18,0,0,0,0,0,4,5,0,0,0,3,2,6,0,5,8,40,0,0,0,0,33,52,0,0,0,0,0,0,2
ITA,21,20,6,0,20,26,28,32,0,17,26,20,27,31,23,14,21,28,22,21,26,26,15,5,18,38,0,1,0,23,34
CHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZE,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SUD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
RUS,0,5,0,0,0,0,23,24,1,0,0,10,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
