NOC,1992,2012,1920,1900,1932,1952,2000,1996,1912,1924,1948,2008,2016,2004,1984,1968,1972,1988,1936,1956,1960,1928,1976,1980,1964,1906,1904,1908,1896,2020,2024
CHN,10,12,0,0,0,0,12,10,0,0,0,13,12,12,10,0,0,10,3,0,0,0,0,0,0,0,0,0,0,9,7
DEN,2,2,5,0,1,3,2,0,0,0,4,1,1,1,1,0,3,2,0,0,0,1,1,1,0,0,0,0,2,0,2
NED,0,2,5,0,0,2,6,0,0,3,2,2,1,2,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,7,4
FIN,4,1,1,0,0,7,1,2,0,0,4,1,2,0,5,5,9,4,0,1,2,0,5,7,4,0,0,0,0,0,0
NOR,0,0,0,0,0,3,0,1,0,0,0,1,1,1,0,1,4,0,0,0,1,0,2,0,0,0,0,0,0,4,5
ROU,6,4,0,0,0,4,5,5,0,0,0,5,4,7,10,0,2,4,0,0,2,0,1,10,2,0,0,0,0,1,3
EST,0,0,3,0,0,0,0,0,0,8,0,1,2,1,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,1,1
FRA,6,10,10,0,5,5,9,2,0,14,9,9,10,9,2,5,3,4,8,3,6,10,8,4,2,2,0,0,0,14,10
MAR,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,2,1
ESP,6,8,0,0,0,0,7,1,0,0,0,6,10,8,4,0,1,6,0,0,2,0,1,0,0,0,0,0,0,14,5
EGY,5,8,1,0,0,6,2,1,0,1,8,5,9,5,10,3,0,5,8,0,0,2,2,0,5,0,0,0,0,1,5
IRI,5,6,0,0,0,7,6,0,0,0,5,3,5,6,0,4,3,0,0,7,5,0,7,0,5,0,0,0,0,2,2
BUL,10,2,0,0,0,0,9,10,0,0,0,0,0,9,0,5,9,6,0,2,7,0,9,10,5,0,0,0,0,2,3
ITA,3,4,5,0,4,6,7,2,0,15,1,8,6,3,3,3,6,6,4,4,7,6,1,3,2,2,0,0,0,15,8
CHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZE,0,5,0,0,0,0,4,2,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SUD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
RUS,0,13,0,0,0,0,10,9,0,0,0,15,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARG,2,1,0,0,1,5,3,3,0,3,8,1,3,4,0,1,0,0,0,2,0,3,0,0,2,0,0,0,0,1,1
CUB,8,4,0,0,0,1,5,5,0,0,3,6,2,2,0,5,6,0,0,0,1,0,9,9,1,0,0,0,0,4,1
BLR,0,8,0,0,0,0,5,9,0,0,0,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
GRE,5,1,1,0,0,0,9,10,0,0,0,5,1,11,9,2,4,4,0,0,1,0,4,5,0,9,1,0,4,1,0
CMR,1,2,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
TUR,6,9,0,0,0,0,7,9,0,1,0,6,4,9,4,0,2,5,0,0,0,1,2,0,1,0,0,0,0,2,1
CHI,0,4,0,0,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
MEX,0,4,0,0,0,2,1,0,0,0,3,4,9,3,1,3,2,0,0,1,1,0,1,3,1,0,0,0,0,12,5
USA,10,8,0,0,10,7,12,10,0,0,12,12,10,11,10,7,9,10,10,7,7,0,9,0,7,0,4,0,0,18,9
URS,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,9,9,0,7,6,0,9,10,7,0,0,0,0,0,0
NCA,2,1,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
HUN,10,2,0,0,0,2,11,7,0,0,3,3,5,8,0,7,9,10,2,0,5,0,9,10,7,0,0,0,1,9,3
NGR,1,2,0,0,0,0,5,1,0,0,0,3,1,2,6,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,2
ALG,2,1,0,0,0,0,1,3,0,0,0,1,2,2,2,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,1
KUW,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
PAK,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,3,2,0,2,0,1,0,0,0,0,1,0
IRQ,5,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,5,0,0,5,7,0,0,0,0,0,1
UAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LIB,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,3,0,0,2,0,0,2,0,0,0,0,0,0,0
QAT,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MAS,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1
GER,10,11,0,0,4,5,9,10,0,0,0,11,7,9,0,0,0,0,10,2,7,10,0,0,6,4,2,0,1,12,6
CAN,2,8,0,0,0,5,6,2,0,0,5,11,7,7,7,4,4,3,0,3,3,0,4,0,3,0,0,0,0,14,5
IRL,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0
AUS,4,8,0,0,0,3,18,7,0,0,2,7,8,8,4,2,3,4,0,7,7,0,3,5,7,0,0,0,0,17,7
RSA,1,4,0,0,0,4,2,0,0,0,2,3,4,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3
ERI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUN,1,2,0,0,0,0,1,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
LBA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1
BEL,0,3,7,0,0,2,4,0,0,8,3,3,5,2,0,2,1,0,0,1,2,8,1,3,1,2,0,0,0,9,5
DJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZ,0,8,0,0,0,0,8,7,0,0,0,9,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
BRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
