NOC,1992,2012,1920,1900,1932,1952,2000,1996,1912,1924,1948,2008,2016,2004,1984,1968,1972,1988,1936,1956,1960,1928,1976,1980,1964,1906,1904,1908,1896,2020,2024
CHN,0,0,0,0,0,0,13,15,0,0,11,35,15,15,0,0,0,14,11,0,0,0,0,0,0,0,0,0,0,22,0
DEN,16,0,11,0,0,11,0,15,15,0,13,0,17,0,0,0,16,0,0,0,12,0,0,0,0,12,0,13,0,0,0
NED,0,0,14,1,0,11,0,0,15,19,12,16,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,12,0,22,0
FIN,0,0,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,11,0,0,0,0,16,0,0,0,0,0,0,0
NOR,0,0,16,0,0,11,17,16,12,0,0,17,0,0,15,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
ROU,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,22,0
EST,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRA,0,17,11,13,0,11,0,17,0,12,12,0,17,0,16,18,0,0,0,0,17,11,15,0,0,3,0,22,0,21,41
MAR,16,16,0,0,0,0,17,0,0,0,0,0,0,16,15,0,18,0,0,0,0,0,0,0,12,0,0,0,0,0,19
ESP,17,17,18,0,0,0,17,17,0,11,0,0,0,0,0,18,0,0,0,0,0,17,16,16,0,0,0,0,0,22,44
EGY,17,16,11,0,0,12,0,0,0,12,11,0,0,0,17,0,0,0,11,0,0,16,0,0,19,0,0,0,0,22,19
IRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,15,0,16,0,0,0,0,0,0
BUL,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,18,0,0,0,14,15,0,0,0,0,0,0,0,0,0,0
ITA,16,0,21,0,0,12,17,17,14,13,12,19,0,17,17,0,0,18,14,0,16,17,0,0,0,0,0,0,0,0,0
CHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUS,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARG,0,0,0,0,0,0,0,18,0,0,0,33,16,16,0,0,0,16,0,0,13,16,0,0,14,0,0,0,0,22,18
CUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,0,0,0
